Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2022-09-01 00:00,35,12,23,0,0,0
2022-09-01 00:15,33,10,23,0,0,0
2022-09-01 00:30,34,11,23,0,0,0
2022-09-01 00:45,44,19,25,0,0,0
2022-09-01 01:00,31,6,25,0,0,0
2022-09-01 01:15,19,8,11,0,0,0
2022-09-01 01:30,21,3,18,0,0,0
2022-09-01 01:45,24,5,19,0,0,0
2022-09-01 02:00,17,3,14,0,0,0
2022-09-01 02:15,26,2,24,0,0,0
2022-09-01 02:30,14,0,14,0,0,0
2022-09-01 02:45,11,1,10,0,0,0
2022-09-01 03:00,8,0,8,0,0,0
2022-09-01 03:15,8,3,5,0,0,0
2022-09-01 03:30,17,3,14,0,0,0
2022-09-01 03:45,10,6,4,0,0,0
2022-09-01 04:00,6,0,6,0,0,0
2022-09-01 04:15,9,3,6,0,0,0
2022-09-01 04:30,9,1,8,0,0,0
2022-09-01 04:45,10,5,5,0,0,0
2022-09-01 05:00,12,5,7,0,0,0
2022-09-01 05:15,14,8,6,0,0,0
2022-09-01 05:30,28,15,13,0,0,0
2022-09-01 05:45,34,25,9,0,0,0
2022-09-01 06:00,37,23,14,0,0,0
2022-09-01 06:15,45,29,16,0,0,0
2022-09-01 06:30,69,44,25,0,0,0
2022-09-01 06:45,104,68,36,0,0,0
2022-09-01 07:00,111,74,37,0,0,0
2022-09-01 07:15,197,138,59,0,0,0
2022-09-01 07:30,381,286,95,0,0,0
2022-09-01 07:45,341,192,149,0,0,0
2022-09-01 08:00,289,155,134,0,0,0
2022-09-01 08:15,206,130,76,0,0,0
2022-09-01 08:30,223,120,103,0,0,0
2022-09-01 08:45,212,121,91,0,0,0
2022-09-01 09:00,154,106,48,0,0,0
2022-09-01 09:15,153,98,55,0,0,0
2022-09-01 09:30,157,98,59,0,0,0
2022-09-01 09:45,169,101,68,0,0,0
2022-09-01 10:00,118,72,46,0,0,0
2022-09-01 10:15,136,76,60,0,0,0
2022-09-01 10:30,143,82,61,0,0,0
2022-09-01 10:45,161,97,64,0,0,0
2022-09-01 11:00,116,64,52,0,0,0
2022-09-01 11:15,128,72,56,0,0,0
2022-09-01 11:30,154,68,86,0,0,0
2022-09-01 11:45,161,86,75,0,0,0
2022-09-01 12:00,200,98,102,0,0,0
2022-09-01 12:15,168,74,94,0,0,0
2022-09-01 12:30,171,93,78,0,0,0
2022-09-01 12:45,183,74,109,0,0,0
2022-09-01 13:00,238,118,120,0,0,0
2022-09-01 13:15,205,113,92,0,0,0
2022-09-01 13:30,185,90,95,0,0,0
2022-09-01 13:45,179,99,80,0,0,0
2022-09-01 14:00,210,78,132,0,0,0
2022-09-01 14:15,195,77,118,0,0,0
2022-09-01 14:30,145,79,66,0,0,0
2022-09-01 14:45,202,93,109,0,0,0
2022-09-01 15:00,196,83,113,0,0,0
2022-09-01 15:15,193,90,103,0,0,0
2022-09-01 15:30,263,87,176,0,0,0
2022-09-01 15:45,270,125,145,0,0,0
2022-09-01 16:00,236,126,110,0,0,0
2022-09-01 16:15,238,122,116,0,0,0
2022-09-01 16:30,235,94,141,0,0,0
2022-09-01 16:45,282,146,136,0,0,0
2022-09-01 17:00,259,138,121,0,0,0
2022-09-01 17:15,261,120,141,0,0,0
2022-09-01 17:30,242,109,133,0,0,0
2022-09-01 17:45,315,166,149,0,0,0
2022-09-01 18:00,276,127,149,0,0,0
2022-09-01 18:15,281,142,139,0,0,0
2022-09-01 18:30,220,106,114,0,0,0
2022-09-01 18:45,243,117,126,0,0,0
2022-09-01 19:00,204,100,104,0,0,0
2022-09-01 19:15,184,91,93,0,0,0
2022-09-01 19:30,155,76,79,0,0,0
2022-09-01 19:45,223,118,105,0,0,0
2022-09-01 20:00,168,83,85,0,0,0
2022-09-01 20:15,128,57,71,0,0,0
2022-09-01 20:30,110,41,69,0,0,0
2022-09-01 20:45,116,55,61,0,0,0
2022-09-01 21:00,115,46,69,0,0,0
2022-09-01 21:15,82,31,51,0,0,0
2022-09-01 21:30,109,39,70,0,0,0
2022-09-01 21:45,111,34,77,0,0,0
2022-09-01 22:00,96,41,55,0,0,0
2022-09-01 22:15,93,29,64,0,0,0
