Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2023-02-01 00:00,19,6,13,0,0,0
2023-02-01 00:15,25,9,16,0,0,0
2023-02-01 00:30,24,14,10,0,0,0
2023-02-01 00:45,14,4,10,0,0,0
2023-02-01 01:00,12,5,7,0,0,0
2023-02-01 01:15,12,6,6,0,0,0
2023-02-01 01:30,17,3,14,0,0,0
2023-02-01 01:45,13,8,5,0,0,0
2023-02-01 02:00,3,1,2,0,0,0
2023-02-01 02:15,3,1,2,0,0,0
2023-02-01 02:30,2,0,2,0,0,0
2023-02-01 02:45,1,1,0,0,0,0
2023-02-01 03:00,3,2,1,0,0,0
2023-02-01 03:15,0,0,0,0,0,0
2023-02-01 03:30,6,4,2,0,0,0
2023-02-01 03:45,4,1,3,0,0,0
2023-02-01 04:00,3,1,2,0,0,0
2023-02-01 04:15,6,3,3,0,0,0
2023-02-01 04:30,5,2,3,0,0,0
2023-02-01 04:45,7,5,2,0,0,0
2023-02-01 05:00,9,7,2,0,0,0
2023-02-01 05:15,10,7,3,0,0,0
2023-02-01 05:30,23,17,6,0,0,0
2023-02-01 05:45,25,17,8,0,0,0
2023-02-01 06:00,22,17,5,0,0,0
2023-02-01 06:15,46,37,9,0,0,0
2023-02-01 06:30,63,41,22,0,0,0
2023-02-01 06:45,75,55,20,0,0,0
2023-02-01 07:00,87,55,32,0,0,0
2023-02-01 07:15,155,103,52,0,0,0
2023-02-01 07:30,305,216,89,0,0,0
2023-02-01 07:45,308,218,90,0,0,0
2023-02-01 08:00,242,147,95,0,0,0
2023-02-01 08:15,237,165,72,0,0,0
2023-02-01 08:30,214,131,83,0,0,0
2023-02-01 08:45,232,156,76,0,0,0
2023-02-01 09:00,182,106,76,0,0,0
2023-02-01 09:15,163,113,50,0,0,0
2023-02-01 09:30,181,112,69,0,0,0
2023-02-01 09:45,222,138,84,0,0,0
2023-02-01 10:00,178,101,77,0,0,0
2023-02-01 10:15,133,77,56,0,0,0
2023-02-01 10:30,107,63,44,0,0,0
2023-02-01 10:45,130,76,54,0,0,0
2023-02-01 11:00,130,63,67,0,0,0
2023-02-01 11:15,135,72,63,0,0,0
2023-02-01 11:30,149,77,72,0,0,0
2023-02-01 11:45,201,114,87,0,0,0
2023-02-01 12:00,212,110,102,0,0,0
2023-02-01 12:15,142,73,69,0,0,0
2023-02-01 12:30,139,59,80,0,0,0
2023-02-01 12:45,181,71,110,0,0,0
2023-02-01 13:00,171,71,100,0,0,0
2023-02-01 13:15,165,73,92,0,0,0
2023-02-01 13:30,169,83,86,0,0,0
2023-02-01 13:45,219,103,116,0,0,0
2023-02-01 14:00,202,117,85,0,0,0
2023-02-01 14:15,186,90,96,0,0,0
2023-02-01 14:30,136,62,74,0,0,0
2023-02-01 14:45,170,80,90,0,0,0
2023-02-01 15:00,154,68,86,0,0,0
2023-02-01 15:15,167,65,102,0,0,0
2023-02-01 15:30,181,60,121,0,0,0
2023-02-01 15:45,291,112,179,0,0,0
2023-02-01 16:00,227,120,107,0,0,0
2023-02-01 16:15,190,94,96,0,0,0
2023-02-01 16:30,213,91,122,0,0,0
2023-02-01 16:45,215,112,103,0,0,0
2023-02-01 17:00,218,101,117,0,0,0
2023-02-01 17:15,264,137,127,0,0,0
2023-02-01 17:30,234,128,106,0,0,0
2023-02-01 17:45,267,112,155,0,0,0
2023-02-01 18:00,222,105,117,0,0,0
2023-02-01 18:15,190,103,87,0,0,0
2023-02-01 18:30,208,90,118,0,0,0
2023-02-01 18:45,216,113,103,0,0,0
2023-02-01 19:00,190,101,89,0,0,0
2023-02-01 19:15,168,78,90,0,0,0
2023-02-01 19:30,157,64,93,0,0,0
2023-02-01 19:45,185,78,107,0,0,0
2023-02-01 20:00,134,62,72,0,0,0
2023-02-01 20:15,111,53,58,0,0,0
2023-02-01 20:30,106,51,55,0,0,0
2023-02-01 20:45,98,51,47,0,0,0
2023-02-01 21:00,92,46,46,0,0,0
2023-02-01 21:15,70,37,33,0,0,0
2023-02-01 21:30,60,22,38,0,0,0
2023-02-01 21:45,81,37,44,0,0,0
2023-02-01 22:00,92,27,65,0,0,0
2023-02-01 22:15,59,27,32,0,0,0
2023-02-01 22:30,90,37,53,0,0,0
2023-02-01 22:45,76,20,56,0,0,0
2023-02-01 23:00,43,12,31,0,0,0
2023-02-01 23:15,53,22,31,0,0,0
2023-02-01 23:30,50,21,29,0,0,0
2023-02-01 23:45,33,11,22,0,0,0
2023-02-02 00:00,50,25,25,0,0,0
2023-02-02 00:15,44,18,26,0,0,0
2023-02-02 00:30,43,24,19,0,0,0
2023-02-02 00:45,28,12,16,0,0,0
2023-02-02 01:00,14,4,10,0,0,0
2023-02-02 01:15,10,3,7,0,0,0
2023-02-02 01:30,9,0,9,0,0,0
2023-02-02 01:45,14,2,12,0,0,0
2023-02-02 02:00,27,2,25,0,0,0
2023-02-02 02:15,10,1,9,0,0,0
2023-02-02 02:30,19,2,17,0,0,0
2023-02-02 02:45,8,0,8,0,0,0
2023-02-02 03:00,22,0,22,0,0,0
2023-02-02 03:15,12,1,11,0,0,0
2023-02-02 03:30,12,2,10,0,0,0
2023-02-02 03:45,11,1,10,0,0,0
2023-02-02 04:00,14,2,12,0,0,0
2023-02-02 04:15,10,1,9,0,0,0
2023-02-02 04:30,15,1,14,0,0,0
2023-02-02 04:45,14,2,12,0,0,0
2023-02-02 05:00,18,10,8,0,0,0
2023-02-02 05:15,11,5,6,0,0,0
2023-02-02 05:30,22,14,8,0,0,0
2023-02-02 05:45,26,14,12,0,0,0
2023-02-02 06:00,21,18,3,0,0,0
2023-02-02 06:15,34,29,5,0,0,0
2023-02-02 06:30,46,30,16,0,0,0
2023-02-02 06:45,63,42,21,0,0,0
2023-02-02 07:00,58,32,26,0,0,0
