Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2021-06-01 00:00,36,16,20,0,0,0
2021-06-01 00:15,42,13,29,0,0,0
2021-06-01 00:30,30,5,25,0,0,0
2021-06-01 00:45,25,4,21,0,0,0
2021-06-01 01:00,15,2,13,0,0,0
2021-06-01 01:15,11,2,9,0,0,0
2021-06-01 01:30,14,4,10,0,0,0
2021-06-01 01:45,17,4,13,0,0,0
2021-06-01 02:00,15,6,9,0,0,0
2021-06-01 02:15,5,3,2,0,0,0
2021-06-01 02:30,5,3,2,0,0,0
2021-06-01 02:45,2,2,0,0,0,0
2021-06-01 03:00,6,0,6,0,0,0
2021-06-01 03:15,1,1,0,0,0,0
2021-06-01 03:30,6,4,2,0,0,0
2021-06-01 03:45,2,1,1,0,0,0
2021-06-01 04:00,4,2,2,0,0,0
2021-06-01 04:15,3,2,1,0,0,0
2021-06-01 04:30,3,1,2,0,0,0
2021-06-01 04:45,9,5,4,0,0,0
2021-06-01 05:00,8,4,4,0,0,0
2021-06-01 05:15,12,10,2,0,0,0
2021-06-01 05:30,26,19,7,0,0,0
2021-06-01 05:45,26,17,9,0,0,0
2021-06-01 06:00,34,24,10,0,0,0
2021-06-01 06:15,55,33,22,0,0,0
2021-06-01 06:30,75,48,27,0,0,0
2021-06-01 06:45,83,58,25,0,0,0
2021-06-01 07:00,107,72,35,0,0,0
2021-06-01 07:15,175,119,56,0,0,0
2021-06-01 07:30,274,208,66,0,0,0
2021-06-01 07:45,331,214,117,0,0,0
2021-06-01 08:00,230,145,85,0,0,0
2021-06-01 08:15,215,130,85,0,0,0
2021-06-01 08:30,169,98,71,0,0,0
2021-06-01 08:45,186,104,82,0,0,0
2021-06-01 09:00,132,87,45,0,0,0
2021-06-01 09:15,149,87,62,0,0,0
2021-06-01 09:30,134,72,62,0,0,0
2021-06-01 09:45,168,88,80,0,0,0
2021-06-01 10:00,142,73,69,0,0,0
2021-06-01 10:15,122,58,64,0,0,0
2021-06-01 10:30,125,63,62,0,0,0
2021-06-01 10:45,142,74,68,0,0,0
2021-06-01 11:00,139,70,69,0,0,0
2021-06-01 11:15,138,73,65,0,0,0
2021-06-01 11:30,137,81,56,0,0,0
2021-06-01 11:45,188,94,94,0,0,0
2021-06-01 12:00,184,97,87,0,0,0
2021-06-01 12:15,185,101,84,0,0,0
2021-06-01 12:30,180,89,91,0,0,0
2021-06-01 12:45,178,105,73,0,0,0
2021-06-01 13:00,223,89,134,0,0,0
2021-06-01 13:15,231,71,160,0,0,0
2021-06-01 13:30,214,84,130,0,0,0
2021-06-01 13:45,257,132,125,0,0,0
2021-06-01 14:00,200,99,101,0,0,0
2021-06-01 14:15,212,108,104,0,0,0
2021-06-01 14:30,204,105,99,0,0,0
2021-06-01 14:45,227,107,120,0,0,0
2021-06-01 15:00,182,88,94,0,0,0
2021-06-01 15:15,213,109,104,0,0,0
2021-06-01 15:30,196,86,110,0,0,0
2021-06-01 15:45,232,109,123,0,0,0
2021-06-01 16:00,240,129,111,0,0,0
2021-06-01 16:15,249,117,132,0,0,0
2021-06-01 16:30,259,139,120,0,0,0
2021-06-01 16:45,285,133,152,0,0,0
2021-06-01 17:00,262,113,149,0,0,0
2021-06-01 17:15,280,140,140,0,0,0
