Datetime,100034983 (Warendorfer Straße),101034983 (Warendorfer Straße stadteinwärts),102034983 (Warendorfer Straße stadtauswärts),100034983-status,101034983-status,102034983-status
2023-02-01 00:00,9,4,5,0,0,0
2023-02-01 00:15,8,3,5,0,0,0
2023-02-01 00:30,8,4,4,0,0,0
2023-02-01 00:45,5,4,1,0,0,0
2023-02-01 01:00,4,3,1,0,0,0
2023-02-01 01:15,2,1,1,0,0,0
2023-02-01 01:30,4,3,1,0,0,0
2023-02-01 01:45,10,5,5,0,0,0
2023-02-01 02:00,0,0,0,0,0,0
2023-02-01 02:15,1,0,1,0,0,0
2023-02-01 02:30,0,0,0,0,0,0
2023-02-01 02:45,1,0,1,0,0,0
2023-02-01 03:00,0,0,0,0,0,0
2023-02-01 03:15,1,0,1,0,0,0
2023-02-01 03:30,0,0,0,0,0,0
2023-02-01 03:45,2,1,1,0,0,0
2023-02-01 04:00,1,0,1,0,0,0
2023-02-01 04:15,6,5,1,0,0,0
2023-02-01 04:30,0,0,0,0,0,0
2023-02-01 04:45,3,3,0,0,0,0
2023-02-01 05:00,1,1,0,0,0,0
2023-02-01 05:15,8,7,1,0,0,0
2023-02-01 05:30,21,11,10,0,0,0
2023-02-01 05:45,15,8,7,0,0,0
2023-02-01 06:00,16,12,4,0,0,0
2023-02-01 06:15,25,14,11,0,0,0
2023-02-01 06:30,43,22,21,0,0,0
2023-02-01 06:45,76,56,20,0,0,0
2023-02-01 07:00,94,57,37,0,0,0
2023-02-01 07:15,128,90,38,0,0,0
2023-02-01 07:30,302,239,63,0,0,0
2023-02-01 07:45,226,155,71,0,0,0
2023-02-01 08:00,165,114,51,0,0,0
2023-02-01 08:15,155,105,50,0,0,0
2023-02-01 08:30,155,111,44,0,0,0
2023-02-01 08:45,156,113,43,0,0,0
2023-02-01 09:00,109,77,32,0,0,0
2023-02-01 09:15,111,90,21,0,0,0
2023-02-01 09:30,121,83,38,0,0,0
2023-02-01 09:45,134,104,30,0,0,0
2023-02-01 10:00,83,53,30,0,0,0
2023-02-01 10:15,98,72,26,0,0,0
2023-02-01 10:30,89,61,28,0,0,0
2023-02-01 10:45,115,82,33,0,0,0
2023-02-01 11:00,94,55,39,0,0,0
2023-02-01 11:15,122,75,47,0,0,0
2023-02-01 11:30,104,73,31,0,0,0
2023-02-01 11:45,147,86,61,0,0,0
2023-02-01 12:00,120,71,49,0,0,0
2023-02-01 12:15,101,65,36,0,0,0
2023-02-01 12:30,123,47,76,0,0,0
2023-02-01 12:45,114,60,54,0,0,0
2023-02-01 13:00,113,36,77,0,0,0
2023-02-01 13:15,113,55,58,0,0,0
2023-02-01 13:30,90,46,44,0,0,0
2023-02-01 13:45,121,59,62,0,0,0
2023-02-01 14:00,112,49,63,0,0,0
2023-02-01 14:15,112,51,61,0,0,0
2023-02-01 14:30,84,43,41,0,0,0
2023-02-01 14:45,115,59,56,0,0,0
2023-02-01 15:00,109,56,53,0,0,0
2023-02-01 15:15,102,51,51,0,0,0
2023-02-01 15:30,109,55,54,0,0,0
2023-02-01 15:45,116,67,49,0,0,0
2023-02-01 16:00,149,77,72,0,0,0
2023-02-01 16:15,139,64,75,0,0,0
2023-02-01 16:30,131,73,58,0,0,0
2023-02-01 16:45,131,61,70,0,0,0
2023-02-01 17:00,145,66,79,0,0,0
2023-02-01 17:15,146,71,75,0,0,0
2023-02-01 17:30,165,77,88,0,0,0
2023-02-01 17:45,127,53,74,0,0,0
2023-02-01 18:00,115,51,64,0,0,0
2023-02-01 18:15,127,55,72,0,0,0
2023-02-01 18:30,118,40,78,0,0,0
2023-02-01 18:45,119,51,68,0,0,0
2023-02-01 19:00,103,32,71,0,0,0
2023-02-01 19:15,88,37,51,0,0,0
2023-02-01 19:30,68,28,40,0,0,0
2023-02-01 19:45,79,38,41,0,0,0
2023-02-01 20:00,67,25,42,0,0,0
2023-02-01 20:15,55,29,26,0,0,0
2023-02-01 20:30,45,21,24,0,0,0
2023-02-01 20:45,37,18,19,0,0,0
2023-02-01 21:00,41,15,26,0,0,0
2023-02-01 21:15,49,23,26,0,0,0
2023-02-01 21:30,48,21,27,0,0,0
2023-02-01 21:45,49,24,25,0,0,0
2023-02-01 22:00,45,16,29,0,0,0
2023-02-01 22:15,62,33,29,0,0,0
2023-02-01 22:30,48,19,29,0,0,0
2023-02-01 22:45,31,10,21,0,0,0
2023-02-01 23:00,17,10,7,0,0,0
2023-02-01 23:15,17,7,10,0,0,0
2023-02-01 23:30,14,8,6,0,0,0
2023-02-01 23:45,10,2,8,0,0,0
2023-02-02 00:00,7,3,4,0,0,0
2023-02-02 00:15,16,6,10,0,0,0
2023-02-02 00:30,9,1,8,0,0,0
2023-02-02 00:45,20,19,1,0,0,0
2023-02-02 01:00,5,3,2,0,0,0
2023-02-02 01:15,7,2,5,0,0,0
2023-02-02 01:30,5,2,3,0,0,0
2023-02-02 01:45,3,0,3,0,0,0
2023-02-02 02:00,5,2,3,0,0,0
2023-02-02 02:15,3,2,1,0,0,0
2023-02-02 02:30,1,0,1,0,0,0
2023-02-02 02:45,1,0,1,0,0,0
2023-02-02 03:00,2,0,2,0,0,0
2023-02-02 03:15,3,0,3,0,0,0
2023-02-02 03:30,8,0,8,0,0,0
2023-02-02 03:45,1,0,1,0,0,0
2023-02-02 04:00,0,0,0,0,0,0
2023-02-02 04:15,0,0,0,0,0,0
2023-02-02 04:30,3,2,1,0,0,0
2023-02-02 04:45,3,2,1,0,0,0
2023-02-02 05:00,2,1,1,0,0,0
2023-02-02 05:15,5,3,2,0,0,0
2023-02-02 05:30,20,8,12,0,0,0
2023-02-02 05:45,13,5,8,0,0,0
2023-02-02 06:00,10,6,4,0,0,0
2023-02-02 06:15,28,14,14,0,0,0
2023-02-02 06:30,36,22,14,0,0,0
2023-02-02 06:45,45,22,23,0,0,0
2023-02-02 07:00,77,51,26,0,0,0
2023-02-02 07:15,99,63,36,0,0,0
2023-02-02 07:30,229,177,52,0,0,0
2023-02-02 07:45,191,126,65,0,0,0
2023-02-02 08:00,118,80,38,0,0,0
2023-02-02 08:15,114,81,33,0,0,0
2023-02-02 08:30,104,75,29,0,0,0
2023-02-02 08:45,110,77,33,0,0,0
2023-02-02 09:00,87,60,27,0,0,0
2023-02-02 09:15,63,44,19,0,0,0
2023-02-02 09:30,86,54,32,0,0,0
2023-02-02 09:45,86,66,20,0,0,0
2023-02-02 10:00,50,35,15,0,0,0
2023-02-02 10:15,50,37,13,0,0,0
2023-02-02 10:30,41,30,11,0,0,0
2023-02-02 10:45,59,38,21,0,0,0
2023-02-02 11:00,51,31,20,0,0,0
2023-02-02 11:15,50,34,16,0,0,0
2023-02-02 11:30,54,31,23,0,0,0
2023-02-02 11:45,60,40,20,0,0,0
2023-02-02 12:00,72,45,27,0,0,0
2023-02-02 12:15,68,31,37,0,0,0
2023-02-02 12:30,74,39,35,0,0,0
2023-02-02 12:45,72,37,35,0,0,0
2023-02-02 13:00,97,44,53,0,0,0
2023-02-02 13:15,69,26,43,0,0,0
2023-02-02 13:30,72,35,37,0,0,0
2023-02-02 13:45,98,56,42,0,0,0
2023-02-02 14:00,114,38,76,0,0,0
2023-02-02 14:15,92,50,42,0,0,0
2023-02-02 14:30,93,44,49,0,0,0
2023-02-02 14:45,111,55,56,0,0,0
2023-02-02 15:00,91,41,50,0,0,0
2023-02-02 15:15,79,41,38,0,0,0
2023-02-02 15:30,88,43,45,0,0,0
2023-02-02 15:45,117,58,59,0,0,0
2023-02-02 16:00,122,64,58,0,0,0
2023-02-02 16:15,127,72,55,0,0,0
2023-02-02 16:30,102,49,53,0,0,0
2023-02-02 16:45,128,68,60,0,0,0
2023-02-02 17:00,104,49,55,0,0,0
2023-02-02 17:15,95,43,52,0,0,0
2023-02-02 17:30,98,59,39,0,0,0
2023-02-02 17:45,109,52,57,0,0,0
2023-02-02 18:00,133,66,67,0,0,0
2023-02-02 18:15,115,53,62,0,0,0
2023-02-02 18:30,96,44,52,0,0,0
2023-02-02 18:45,104,58,46,0,0,0
2023-02-02 19:00,98,49,49,0,0,0
2023-02-02 19:15,86,35,51,0,0,0
2023-02-02 19:30,66,26,40,0,0,0
2023-02-02 19:45,76,31,45,0,0,0
2023-02-02 20:00,49,18,31,0,0,0
2023-02-02 20:15,48,20,28,0,0,0
2023-02-02 20:30,34,15,19,0,0,0
2023-02-02 20:45,35,20,15,0,0,0
2023-02-02 21:00,36,19,17,0,0,0
2023-02-02 21:15,51,18,33,0,0,0
2023-02-02 21:30,36,23,13,0,0,0
2023-02-02 21:45,39,19,20,0,0,0
2023-02-02 22:00,59,28,31,0,0,0
2023-02-02 22:15,40,19,21,0,0,0
2023-02-02 22:30,38,19,19,0,0,0
2023-02-02 22:45,47,32,15,0,0,0
2023-02-02 23:00,26,9,17,0,0,0
2023-02-02 23:15,9,3,6,0,0,0
2023-02-02 23:30,21,3,18,0,0,0
2023-02-02 23:45,13,5,8,0,0,0
2023-02-03 00:00,12,5,7,0,0,0
2023-02-03 00:15,12,6,6,0,0,0
2023-02-03 00:30,6,5,1,0,0,0
2023-02-03 00:45,13,5,8,0,0,0
2023-02-03 01:00,4,2,2,0,0,0
2023-02-03 01:15,4,0,4,0,0,0
2023-02-03 01:30,5,2,3,0,0,0
2023-02-03 01:45,6,3,3,0,0,0
2023-02-03 02:00,2,0,2,0,0,0
2023-02-03 02:15,3,0,3,0,0,0
2023-02-03 02:30,2,0,2,0,0,0
2023-02-03 02:45,2,0,2,0,0,0
2023-02-03 03:00,0,0,0,0,0,0
2023-02-03 03:15,0,0,0,0,0,0
2023-02-03 03:30,1,1,0,0,0,0
2023-02-03 03:45,1,0,1,0,0,0
2023-02-03 04:00,0,0,0,0,0,0
2023-02-03 04:15,2,1,1,0,0,0
2023-02-03 04:30,2,1,1,0,0,0
2023-02-03 04:45,3,3,0,0,0,0
2023-02-03 05:00,1,0,1,0,0,0
2023-02-03 05:15,4,3,1,0,0,0
2023-02-03 05:30,14,8,6,0,0,0
2023-02-03 05:45,6,3,3,0,0,0
2023-02-03 06:00,10,7,3,0,0,0
2023-02-03 06:15,23,16,7,0,0,0
2023-02-03 06:30,40,17,23,0,0,0
2023-02-03 06:45,52,31,21,0,0,0
2023-02-03 07:00,86,65,21,0,0,0
2023-02-03 07:15,109,77,32,0,0,0
2023-02-03 07:30,268,216,52,0,0,0
2023-02-03 07:45,216,147,69,0,0,0
2023-02-03 08:00,127,86,41,0,0,0
2023-02-03 08:15,116,92,24,0,0,0
2023-02-03 08:30,120,87,33,0,0,0
2023-02-03 08:45,136,107,29,0,0,0
2023-02-03 09:00,80,61,19,0,0,0
2023-02-03 09:15,78,63,15,0,0,0
2023-02-03 09:30,117,91,26,0,0,0
2023-02-03 09:45,93,65,28,0,0,0
2023-02-03 10:00,95,72,23,0,0,0
2023-02-03 10:15,77,54,23,0,0,0
2023-02-03 10:30,87,54,33,0,0,0
2023-02-03 10:45,77,52,25,0,0,0
2023-02-03 11:00,98,53,45,0,0,0
2023-02-03 11:15,86,48,38,0,0,0
2023-02-03 11:30,76,42,34,0,0,0
2023-02-03 11:45,87,57,30,0,0,0
2023-02-03 12:00,97,49,48,0,0,0
2023-02-03 12:15,89,48,41,0,0,0
2023-02-03 12:30,138,67,71,0,0,0
2023-02-03 12:45,127,65,62,0,0,0
2023-02-03 13:00,113,44,69,0,0,0
2023-02-03 13:15,124,53,71,0,0,0
2023-02-03 13:30,96,46,50,0,0,0
2023-02-03 13:45,128,78,50,0,0,0
2023-02-03 14:00,122,55,67,0,0,0
2023-02-03 14:15,131,67,64,0,0,0
2023-02-03 14:30,121,69,52,0,0,0
2023-02-03 14:45,148,72,76,0,0,0
2023-02-03 15:00,120,72,48,0,0,0
2023-02-03 15:15,128,68,60,0,0,0
2023-02-03 15:30,139,73,66,0,0,0
2023-02-03 15:45,132,70,62,0,0,0
2023-02-03 16:00,117,73,44,0,0,0
2023-02-03 16:15,128,72,56,0,0,0
2023-02-03 16:30,116,55,61,0,0,0
2023-02-03 16:45,118,68,50,0,0,0
2023-02-03 17:00,91,42,49,0,0,0
2023-02-03 17:15,135,64,71,0,0,0
2023-02-03 17:30,106,49,57,0,0,0
2023-02-03 17:45,120,52,68,0,0,0
2023-02-03 18:00,106,48,58,0,0,0
2023-02-03 18:15,110,60,50,0,0,0
2023-02-03 18:30,102,52,50,0,0,0
2023-02-03 18:45,108,63,45,0,0,0
2023-02-03 19:00,100,46,54,0,0,0
2023-02-03 19:15,94,48,46,0,0,0
2023-02-03 19:30,65,34,31,0,0,0
