Datetime,100034983 (Warendorfer Straße),101034983 (Warendorfer Straße stadteinwärts),102034983 (Warendorfer Straße stadtauswärts),100034983-status,101034983-status,102034983-status
2021-11-01 00:00,10,,10,0,,0
2021-11-01 00:15,5,,5,0,,0
2021-11-01 00:30,13,,13,0,,0
2021-11-01 00:45,10,,10,0,,0
2021-11-01 01:00,8,,8,0,,0
2021-11-01 01:15,9,,9,0,,0
2021-11-01 01:30,18,,18,0,,0
2021-11-01 01:45,9,,9,0,,0
2021-11-01 02:00,10,,10,0,,0
2021-11-01 02:15,13,,13,0,,0
2021-11-01 02:30,8,,8,0,,0
2021-11-01 02:45,10,,10,0,,0
2021-11-01 03:00,5,,5,0,,0
2021-11-01 03:15,5,,5,0,,0
2021-11-01 03:30,7,,7,0,,0
2021-11-01 03:45,7,,7,0,,0
2021-11-01 04:00,4,,4,0,,0
2021-11-01 04:15,4,,4,0,,0
2021-11-01 04:30,4,,4,0,,0
2021-11-01 04:45,4,,4,0,,0
2021-11-01 05:00,4,,4,0,,0
2021-11-01 05:15,7,,7,0,,0
2021-11-01 05:30,2,,2,0,,0
2021-11-01 05:45,10,,10,0,,0
2021-11-01 06:00,5,,5,0,,0
2021-11-01 06:15,1,,1,0,,0
2021-11-01 06:30,2,,2,0,,0
2021-11-01 06:45,3,,3,0,,0
2021-11-01 07:00,3,,3,0,,0
2021-11-01 07:15,4,,4,0,,0
2021-11-01 07:30,5,,5,0,,0
2021-11-01 07:45,3,,3,0,,0
2021-11-01 08:00,6,,6,0,,0
2021-11-01 08:15,4,,4,0,,0
2021-11-01 08:30,2,,2,0,,0
2021-11-01 08:45,6,,6,0,,0
2021-11-01 09:00,13,,13,0,,0
2021-11-01 09:15,9,,9,0,,0
2021-11-01 09:30,14,,14,0,,0
2021-11-01 09:45,17,,17,0,,0
2021-11-01 10:00,9,,9,0,,0
2021-11-01 10:15,17,,17,0,,0
2021-11-01 10:30,18,,18,0,,0
2021-11-01 10:45,15,,15,0,,0
2021-11-01 11:00,12,,12,0,,0
