Datetime,100031297 (Promenade),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2022-06-01 00:00,23,0,8,1,2,12,0,0,0,0,0,0,0,0
2022-06-01 00:15,30,0,10,4,6,9,1,0,0,0,0,0,0,0
2022-06-01 00:30,17,0,10,2,1,4,0,0,0,0,0,0,0,0
2022-06-01 00:45,22,0,13,3,3,3,0,0,0,0,0,0,0,0
2022-06-01 01:00,4,0,2,1,0,1,0,0,0,0,0,0,0,0
2022-06-01 01:15,20,0,5,5,0,10,0,0,0,0,0,0,0,0
2022-06-01 01:30,19,0,7,2,5,5,0,0,0,0,0,0,0,0
2022-06-01 01:45,4,0,1,1,0,2,0,0,0,0,0,0,0,0
2022-06-01 02:00,10,0,3,1,2,3,1,0,0,0,0,0,0,0
2022-06-01 02:15,7,0,1,1,0,5,0,0,0,0,0,0,0,0
2022-06-01 02:30,4,0,2,0,0,2,0,0,0,0,0,0,0,0
2022-06-01 02:45,4,0,1,0,1,2,0,0,0,0,0,0,0,0
2022-06-01 03:00,4,0,1,0,1,2,0,0,0,0,0,0,0,0
2022-06-01 03:15,7,0,4,2,0,1,0,0,0,0,0,0,0,0
2022-06-01 03:30,3,0,1,0,1,1,0,0,0,0,0,0,0,0
2022-06-01 03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 04:00,7,0,5,1,1,0,0,0,0,0,0,0,0,0
2022-06-01 04:15,5,0,1,1,2,1,0,0,0,0,0,0,0,0
2022-06-01 04:30,12,0,4,1,3,3,1,0,0,0,0,0,0,0
2022-06-01 04:45,12,1,9,0,0,2,0,0,0,0,0,0,0,0
2022-06-01 05:00,7,0,3,1,0,3,0,0,0,0,0,0,0,0
2022-06-01 05:15,19,0,10,0,3,6,0,0,0,0,0,0,0,0
2022-06-01 05:30,41,0,25,2,4,10,0,0,0,0,0,0,0,0
2022-06-01 05:45,57,0,34,2,2,19,0,0,0,0,0,0,0,0
2022-06-01 06:00,59,3,25,6,1,24,0,0,0,0,0,0,0,0
2022-06-01 06:15,137,0,82,5,10,40,0,0,0,0,0,0,0,0
2022-06-01 06:30,129,1,66,7,10,45,0,0,0,0,0,0,0,0
2022-06-01 06:45,208,1,120,7,16,64,0,0,0,0,0,0,0,0
2022-06-01 07:00,239,0,134,9,12,84,0,0,0,0,0,0,0,0
2022-06-01 07:15,388,0,225,8,53,102,0,0,0,0,0,0,0,0
2022-06-01 07:30,544,1,279,17,74,170,3,0,0,0,0,0,0,0
2022-06-01 07:45,493,0,253,21,49,169,1,0,0,0,0,0,0,0
2022-06-01 08:00,385,5,190,15,33,141,1,0,0,0,0,0,0,0
2022-06-01 08:15,348,1,199,12,35,99,2,0,0,0,0,0,0,0
2022-06-01 08:30,284,1,151,8,31,91,2,0,0,0,0,0,0,0
2022-06-01 08:45,355,1,196,12,15,131,0,0,0,0,0,0,0,0
2022-06-01 09:00,250,2,131,22,15,80,0,0,0,0,0,0,0,0
2022-06-01 09:15,207,2,118,9,18,58,2,0,0,0,0,0,0,0
2022-06-01 09:30,230,0,117,11,20,81,1,0,0,0,0,0,0,0
2022-06-01 09:45,328,3,182,11,32,100,0,0,0,0,0,0,0,0
2022-06-01 10:00,226,0,117,15,18,76,0,0,0,0,0,0,0,0
2022-06-01 10:15,221,1,119,11,31,58,1,0,0,0,0,0,0,0
2022-06-01 10:30,194,2,107,8,19,57,1,0,0,0,0,0,0,0
2022-06-01 10:45,264,0,143,8,20,92,1,0,0,0,0,0,0,0
2022-06-01 11:00,205,3,101,10,16,71,4,0,0,0,0,0,0,0
2022-06-01 11:15,239,4,125,13,23,73,1,0,0,0,0,0,0,0
2022-06-01 11:30,241,1,132,10,17,80,1,0,0,0,0,0,0,0
2022-06-01 11:45,289,4,147,23,15,99,1,0,0,0,0,0,0,0
2022-06-01 12:00,281,1,132,15,44,87,2,0,0,0,0,0,0,0
2022-06-01 12:15,309,1,149,18,40,99,2,0,0,0,0,0,0,0
2022-06-01 12:30,314,3,125,31,19,135,1,0,0,0,0,0,0,0
