Datetime,100031297 (Promenade),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2022-12-01 00:00,54,1,18,6,12,14,3,0,0,0,0,0,0,0
2022-12-01 00:15,41,0,10,6,2,20,3,0,0,0,0,0,0,0
2022-12-01 00:30,32,1,10,3,7,11,0,0,0,0,0,0,0,0
2022-12-01 00:45,29,0,11,3,5,9,1,0,0,0,0,0,0,0
2022-12-01 01:00,21,0,6,3,4,6,2,0,0,0,0,0,0,0
2022-12-01 01:15,20,1,5,3,2,8,1,0,0,0,0,0,0,0
2022-12-01 01:30,9,1,4,1,1,2,0,0,0,0,0,0,0,0
2022-12-01 01:45,15,1,2,5,0,7,0,0,0,0,0,0,0,0
2022-12-01 02:00,23,1,4,5,1,10,2,0,0,0,0,0,0,0
2022-12-01 02:15,19,0,5,5,1,8,0,0,0,0,0,0,0,0
2022-12-01 02:30,16,2,0,6,0,8,0,0,0,0,0,0,0,0
2022-12-01 02:45,21,2,3,7,1,8,0,0,0,0,0,0,0,0
2022-12-01 03:00,19,2,3,7,0,7,0,0,0,0,0,0,0,0
2022-12-01 03:15,13,0,1,6,0,5,1,0,0,0,0,0,0,0
2022-12-01 03:30,9,0,2,2,1,4,0,0,0,0,0,0,0,0
2022-12-01 03:45,10,0,2,2,1,5,0,0,0,0,0,0,0,0
2022-12-01 04:00,22,0,3,5,2,11,1,0,0,0,0,0,0,0
2022-12-01 04:15,17,2,3,5,0,6,1,0,0,0,0,0,0,0
2022-12-01 04:30,13,0,2,2,1,8,0,0,0,0,0,0,0,0
2022-12-01 04:45,19,0,10,3,1,5,0,0,0,0,0,0,0,0
2022-12-01 05:00,24,0,5,9,2,8,0,0,0,0,0,0,0,0
2022-12-01 05:15,23,0,15,0,4,4,0,0,0,0,0,0,0,0
2022-12-01 05:30,35,0,21,0,2,12,0,0,0,0,0,0,0,0
2022-12-01 05:45,54,0,29,3,1,21,0,0,0,0,0,0,0,0
2022-12-01 06:00,61,0,32,1,1,27,0,0,0,0,0,0,0,0
2022-12-01 06:15,125,1,79,6,6,33,0,0,0,0,0,0,0,0
2022-12-01 06:30,123,0,58,6,6,51,2,0,0,0,0,0,0,0
2022-12-01 06:45,192,0,112,3,12,64,1,0,0,0,0,0,0,0
