Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2021-07-01 00:00,13,3,10,0,0,0
2021-07-01 00:15,12,5,7,0,0,0
2021-07-01 00:30,24,5,19,0,0,0
2021-07-01 00:45,21,7,14,0,0,0
2021-07-01 01:00,11,3,8,0,0,0
2021-07-01 01:15,10,2,8,0,0,0
2021-07-01 01:30,6,1,5,0,0,0
2021-07-01 01:45,7,2,5,0,0,0
2021-07-01 02:00,8,0,8,0,0,0
2021-07-01 02:15,1,1,0,0,0,0
2021-07-01 02:30,6,1,5,0,0,0
2021-07-01 02:45,6,0,6,0,0,0
2021-07-01 03:00,3,0,3,0,0,0
2021-07-01 03:15,1,0,1,0,0,0
2021-07-01 03:30,2,1,1,0,0,0
2021-07-01 03:45,0,0,0,0,0,0
2021-07-01 04:00,0,0,0,0,0,0
2021-07-01 04:15,8,3,5,0,0,0
2021-07-01 04:30,3,1,2,0,0,0
2021-07-01 04:45,4,4,0,0,0,0
2021-07-01 05:00,6,3,3,0,0,0
2021-07-01 05:15,6,5,1,0,0,0
2021-07-01 05:30,18,8,10,0,0,0
2021-07-01 05:45,18,13,5,0,0,0
2021-07-01 06:00,26,19,7,0,0,0
2021-07-01 06:15,36,25,11,0,0,0
2021-07-01 06:30,32,21,11,0,0,0
2021-07-01 06:45,56,36,20,0,0,0
2021-07-01 07:00,65,37,28,0,0,0
2021-07-01 07:15,77,56,21,0,0,0
2021-07-01 07:30,133,78,55,0,0,0
2021-07-01 07:45,175,116,59,0,0,0
2021-07-01 08:00,113,67,46,0,0,0
2021-07-01 08:15,121,83,38,0,0,0
2021-07-01 08:30,123,82,41,0,0,0
2021-07-01 08:45,103,73,30,0,0,0
2021-07-01 09:00,84,48,36,0,0,0
2021-07-01 09:15,84,50,34,0,0,0
2021-07-01 09:30,91,59,32,0,0,0
2021-07-01 09:45,98,57,41,0,0,0
2021-07-01 10:00,77,47,30,0,0,0
2021-07-01 10:15,64,36,28,0,0,0
2021-07-01 10:30,74,38,36,0,0,0
2021-07-01 10:45,87,56,31,0,0,0
2021-07-01 11:00,63,27,36,0,0,0
2021-07-01 11:15,78,33,45,0,0,0
2021-07-01 11:30,63,32,31,0,0,0
2021-07-01 11:45,78,36,42,0,0,0
2021-07-01 12:00,100,37,63,0,0,0
2021-07-01 12:15,85,33,52,0,0,0
2021-07-01 12:30,76,27,49,0,0,0
2021-07-01 12:45,82,31,51,0,0,0
2021-07-01 13:00,94,32,62,0,0,0
2021-07-01 13:15,118,39,79,0,0,0
2021-07-01 13:30,112,64,48,0,0,0
2021-07-01 13:45,119,60,59,0,0,0
2021-07-01 14:00,101,56,45,0,0,0
2021-07-01 14:15,116,45,71,0,0,0
2021-07-01 14:30,94,48,46,0,0,0
2021-07-01 14:45,119,62,57,0,0,0
2021-07-01 15:00,114,39,75,0,0,0
2021-07-01 15:15,131,64,67,0,0,0
2021-07-01 15:30,146,67,79,0,0,0
2021-07-01 15:45,172,74,98,0,0,0
2021-07-01 16:00,156,73,83,0,0,0
2021-07-01 16:15,160,68,92,0,0,0
2021-07-01 16:30,136,58,78,0,0,0
2021-07-01 16:45,167,70,97,0,0,0
2021-07-01 17:00,150,62,88,0,0,0
2021-07-01 17:15,173,72,101,0,0,0
2021-07-01 17:30,171,58,113,0,0,0
2021-07-01 17:45,141,62,79,0,0,0
2021-07-01 18:00,137,56,81,0,0,0
2021-07-01 18:15,171,54,117,0,0,0
2021-07-01 18:30,107,41,66,0,0,0
2021-07-01 18:45,138,62,76,0,0,0
2021-07-01 19:00,116,38,78,0,0,0
2021-07-01 19:15,103,41,62,0,0,0
2021-07-01 19:30,93,40,53,0,0,0
2021-07-01 19:45,93,36,57,0,0,0
2021-07-01 20:00,90,40,50,0,0,0
2021-07-01 20:15,74,23,51,0,0,0
2021-07-01 20:30,51,19,32,0,0,0
2021-07-01 20:45,53,23,30,0,0,0
2021-07-01 21:00,43,17,26,0,0,0
2021-07-01 21:15,29,7,22,0,0,0
2021-07-01 21:30,44,15,29,0,0,0
2021-07-01 21:45,40,19,21,0,0,0
2021-07-01 22:00,38,14,24,0,0,0
2021-07-01 22:15,34,12,22,0,0,0
